"","X1","carat","cut","cut_ord","color","clarity","clarity_ord","predicted_price"
"1311",1311,1.52,"Premium",4,"F","VS2",5,10387.69684
"1312",1312,0.31,"Ideal",5,"G","VS2",5,428.34127
"1313",1313,0.94,"Ideal",5,"F","SI2",2,4323.88798
"1314",1314,0.27,"Very Good",3,"E","VS2",5,-226.95341
"1315",1315,0.32,"Ideal",5,"G","IF",8,1885.38144
"1316",1316,0.35,"Ideal",5,"F","VS1",4,305.07595
"1317",1317,1.2,"Ideal",5,"F","VVS1",7,8787.3864
"1318",1318,1.51,"Premium",4,"E","SI1",3,9388.45867
"1319",1319,0.4,"Ideal",5,"G","VS2",5,1181.0488
"1320",1320,0.33,"Premium",4,"G","VVS2",6,893.03261
"1321",1321,1.51,"Very Good",3,"I","IF",8,11517.08967
"1322",1322,0.72,"Premium",4,"J","I1",1,1865.75524
"1323",1323,0.84,"Very Good",3,"G","VS2",5,4540.19428
"1324",1324,1.06,"Very Good",3,"F","SI1",3,5464.54202
"1325",1325,1.01,"Premium",4,"F","VS2",5,6122.35417
"1326",1326,0.38,"Ideal",5,"F","VVS2",6,1471.58246
"1327",1327,0.72,"Ideal",5,"H","VS1",4,3399.54024
"1328",1328,1.61,"Very Good",3,"E","SI2",2,9606.61937
"1329",1329,1.5,"Very Good",3,"J","VS1",4,9602.2475
"1330",1330,0.78,"Good",2,"J","SI1",3,2962.40626
"1331",1331,0.69,"Fair",1,"G","SI2",2,1591.51773
"1332",1332,0.32,"Ideal",5,"E","VS2",5,511.97544
"1333",1333,0.51,"Ideal",5,"H","VVS2",6,2558.82667
"1334",1334,0.34,"Ideal",5,"F","VS1",4,221.44178
"1335",1335,1.49,"Very Good",3,"F","I1",1,8145.20733
"1336",1336,0.5,"Premium",4,"F","VS1",4,1399.2095
"1337",1337,0.9,"Good",2,"E","SI1",3,3966.0163
"1338",1338,2.2,"Premium",4,"J","VS1",4,15617.0184
"1339",1339,0.51,"Premium",4,"G","VVS2",6,2398.44767
"1340",1340,2.38,"Premium",4,"H","SI1",3,16664.63146
"1341",1341,0.9,"Premium",4,"D","SI2",2,3828.9723
"1342",1342,1.05,"Ideal",5,"H","SI1",3,5701.66585
"1343",1343,0.61,"Premium",4,"I","VS2",5,2776.98737
"1344",1344,0.71,"Very Good",3,"H","VVS1",7,4368.55407
"1345",1345,1.01,"Ideal",5,"J","SI1",3,5367.12917
"1346",1346,0.4,"Premium",4,"H","VS2",5,1020.6698
"1347",1347,0.57,"Premium",4,"E","SI2",2,1069.04469
"1348",1348,1.74,"Ideal",5,"J","SI1",3,11472.42358
"1349",1349,0.37,"Very Good",3,"D","VS2",5,609.38829
"1350",1350,0.53,"Fair",1,"E","SI1",3,711.17301
"1351",1351,2.4,"Fair",1,"J","SI2",2,15892.9608
"1352",1352,0.71,"Premium",4,"E","SI1",3,2697.72507
"1353",1353,0.71,"Fair",1,"D","VS2",5,3132.19207
"1354",1354,0.51,"Very Good",3,"F","VS1",4,1322.46467
"1355",1355,0.95,"Fair",1,"J","SI1",3,4223.80815
"1356",1356,0.32,"Good",2,"F","VS2",5,30.8384400000002
"1357",1357,0.31,"Premium",4,"J","VS2",5,267.96227
"1358",1358,0.9,"Good",2,"E","SI1",3,3966.0163
"1359",1359,0.51,"Ideal",5,"G","VVS2",6,2558.82667
"1360",1360,1.7,"Premium",4,"G","VS2",5,11893.1119
"1361",1361,0.31,"Premium",4,"E","VS2",5,267.96227
"1362",1362,0.5,"Very Good",3,"E","VS2",5,1696.6325
"1363",1363,1.55,"Very Good",3,"D","SI2",2,9104.81435
"1364",1364,1.01,"Very Good",3,"E","SI1",3,5046.37117
"1365",1365,1.01,"Very Good",3,"E","SI1",3,5046.37117
"1366",1366,1.18,"Ideal",5,"I","SI1",3,6788.91006
"1367",1367,0.3,"Ideal",5,"F","VVS1",7,1260.3111
"1368",1368,0.76,"Very Good",3,"H","SI1",3,2955.51692
"1369",1369,0.92,"Good",2,"D","SI1",3,4133.28464
"1370",1370,0.72,"Fair",1,"H","SI2",2,1842.42024
"1371",1371,1.5,"Very Good",3,"D","VS2",5,10060.0495
"1372",1372,1.01,"Ideal",5,"H","SI1",3,5367.12917
"1373",1373,1.1,"Ideal",5,"H","SI1",3,6119.8367
"1374",1374,0.34,"Very Good",3,"F","SI2",2,-1014.92022
"1375",1375,0.53,"Ideal",5,"E","SI1",3,1352.68901
"1376",1376,1.6,"Premium",4,"J","SI1",3,10141.1662
"1377",1377,0.31,"Ideal",5,"H","SI1",3,-487.26273
"1378",1378,0.31,"Ideal",5,"E","VS1",4,-29.4607300000002
"1379",1379,1.5,"Good",2,"H","VS2",5,9899.6705
"1380",1380,1.02,"Good",2,"E","SI2",2,4511.82434
"1381",1381,1.01,"Ideal",5,"F","SI1",3,5367.12917
"1382",1382,0.4,"Ideal",5,"F","VVS2",6,1638.8508
"1383",1383,0.4,"Ideal",5,"E","VS2",5,1181.0488
"1384",1384,1.12,"Premium",4,"H","SI1",3,6126.72604
"1385",1385,0.31,"Premium",4,"H","SI1",3,-647.64173
"1386",1386,1.52,"Premium",4,"G","VVS2",6,10845.49884
"1387",1387,1.6,"Ideal",5,"I","SI2",2,9843.7432
"1388",1388,2,"Premium",4,"G","SI1",3,13486.533
"1389",1389,0.58,"Ideal",5,"E","VS1",4,2228.66186
"1390",1390,2.06,"Very Good",3,"J","SI1",3,13827.95902
"1391",1391,0.56,"Ideal",5,"E","SI1",3,1603.59152
"1392",1392,0.51,"Very Good",3,"I","VS1",4,1322.46467
"1393",1393,1.01,"Premium",4,"H","VS2",5,6122.35417
"1394",1394,0.5,"Very Good",3,"J","VS2",5,1696.6325
"1395",1395,1.51,"Ideal",5,"G","VS1",4,10006.63967
"1396",1396,0.8,"Premium",4,"F","SI2",2,2992.6306
"1397",1397,0.52,"Premium",4,"G","VVS2",6,2482.08184
"1398",1398,1.48,"Good",2,"G","IF",8,11105.80816
"1399",1399,0.31,"Ideal",5,"D","VS2",5,428.34127
"1400",1400,1.01,"Ideal",5,"D","SI2",2,4909.32717
"1401",1401,0.32,"Very Good",3,"H","SI1",3,-724.38656
"1402",1402,0.51,"Premium",4,"E","VS1",4,1482.84367
"1403",1403,0.71,"Premium",4,"H","SI2",2,2239.92307
"1404",1404,0.61,"Very Good",3,"I","VS2",5,2616.60837
"1405",1405,1.69,"Premium",4,"J","I1",1,9978.26973
"1406",1406,0.57,"Ideal",5,"E","VVS2",6,3060.63169
"1407",1407,1.22,"Good",2,"G","SI2",2,6184.50774
"1408",1408,1.38,"Premium",4,"J","SI1",3,8301.21446
"1409",1409,1.18,"Ideal",5,"I","VS1",4,7246.71206
"1410",1410,0.51,"Ideal",5,"G","VVS2",6,2558.82667
"1411",1411,1.7,"Ideal",5,"D","SI2",2,10680.0849
"1412",1412,0.4,"Good",2,"F","I1",1,-1131.2962
"1413",1413,0.71,"Ideal",5,"F","VS1",4,3315.90607
"1414",1414,0.93,"Good",2,"G","SI1",3,4216.91881
"1415",1415,0.39,"Very Good",3,"I","VVS2",6,1234.45863
"1416",1416,1.01,"Ideal",5,"G","VVS2",6,6740.53517
"1417",1417,1.6,"Premium",4,"G","VS2",5,11056.7702
"1418",1418,0.32,"Ideal",5,"G","VVS1",7,1427.57944
"1419",1419,0.32,"Good",2,"D","SI2",2,-1342.56756
"1420",1420,1,"Very Good",3,"E","SI2",2,4504.935
"1421",1421,0.57,"Ideal",5,"E","VS2",5,2602.82969
"1422",1422,1,"Premium",4,"H","SI1",3,5123.116
"1423",1423,0.53,"Ideal",5,"G","VVS2",6,2726.09501
"1424",1424,1.56,"Premium",4,"H","VS1",4,10264.43152
"1425",1425,0.5,"Premium",4,"G","VS1",4,1399.2095
"1426",1426,1.06,"Ideal",5,"G","VS2",5,6700.90402
"1427",1427,0.33,"Premium",4,"H","VS1",4,-22.5713900000002
"1428",1428,0.9,"Very Good",3,"G","VVS2",6,5499.8013
"1429",1429,1,"Premium",4,"F","SI1",3,5123.116
"1430",1430,0.31,"Ideal",5,"I","VVS1",7,1343.94527
"1431",1431,1.24,"Ideal",5,"H","SI2",2,6832.91308
"1432",1432,1.01,"Ideal",5,"D","VS2",5,6282.73317
"1433",1433,1.02,"Ideal",5,"G","VS1",4,5908.56534
"1434",1434,1.01,"Premium",4,"E","SI1",3,5206.75017
"1435",1435,0.53,"Very Good",3,"F","SI2",2,574.12901
"1436",1436,0.53,"Ideal",5,"D","VS2",5,2268.29301
"1437",1437,1.58,"Premium",4,"F","SI2",2,9516.09586
"1438",1438,1.04,"Premium",4,"D","VVS2",6,6831.05868
"1439",1439,0.32,"Ideal",5,"E","IF",8,1885.38144
"1440",1440,0.58,"Premium",4,"G","VS2",5,2526.08486
"1441",1441,1.2,"Ideal",5,"E","VVS1",7,8787.3864
"1442",1442,1.07,"Premium",4,"F","SI2",2,5250.75319
"1443",1443,1.06,"Very Good",3,"F","SI1",3,5464.54202
"1444",1444,0.53,"Ideal",5,"G","VS2",5,2268.29301
"1445",1445,0.33,"Ideal",5,"F","VVS2",6,1053.41161
"1446",1446,0.7,"Very Good",3,"E","SI1",3,2453.7119
"1447",1447,1.21,"Premium",4,"G","VS2",5,7795.03757
"1448",1448,0.3,"Very Good",3,"D","SI1",3,-891.6549
"1449",1449,0.52,"Ideal",5,"H","SI1",3,1269.05484
"1450",1450,1.16,"Good",2,"F","SI2",2,5682.70272
"1451",1451,0.73,"Very Good",3,"G","SI1",3,2704.61441
"1452",1452,2.02,"Ideal",5,"J","VS2",5,14729.78434
"1453",1453,0.37,"Ideal",5,"G","VS1",4,472.34429
"1454",1454,1.01,"Very Good",3,"G","SI1",3,5046.37117
"1455",1455,0.52,"Ideal",5,"D","VS2",5,2184.65884
"1456",1456,0.7,"Good",2,"E","VS2",5,3208.9369
"1457",1457,0.4,"Ideal",5,"D","VVS1",7,2096.6528
"1458",1458,1,"Good",2,"E","VS2",5,5717.962
"1459",1459,1.21,"Ideal",5,"E","SI1",3,7039.81257
"1460",1460,1.08,"Ideal",5,"F","VS2",5,6868.17236
"1461",1461,0.4,"Ideal",5,"F","VVS1",7,2096.6528
"1462",1462,0.9,"Very Good",3,"F","VS2",5,5041.9993
"1463",1463,0.41,"Ideal",5,"I","VVS2",6,1722.48497
"1464",1464,1,"Very Good",3,"J","SI2",2,4504.935
"1465",1465,0.5,"Very Good",3,"E","SI1",3,781.0285
"1466",1466,1.19,"Ideal",5,"G","VVS1",7,8703.75223
"1467",1467,0.5,"Very Good",3,"E","SI1",3,781.0285
"1468",1468,0.3,"Premium",4,"D","VS2",5,184.3281
"1469",1469,2.01,"Good",2,"F","SI2",2,12791.60717
"1470",1470,0.32,"Ideal",5,"E","VVS2",6,969.77744
"1471",1471,0.43,"Ideal",5,"F","VVS1",7,2347.55531
"1472",1472,0.31,"Ideal",5,"D","SI1",3,-487.26273
"1473",1473,2.07,"Premium",4,"J","VS2",5,14987.57619
"1474",1474,1.03,"Ideal",5,"E","SI1",3,5534.39751
"1475",1475,0.7,"Very Good",3,"D","VS2",5,3369.3159
"1476",1476,2.02,"Very Good",3,"G","SI2",2,13035.62034
"1477",1477,0.57,"Very Good",3,"J","IF",8,3655.47769
"1478",1478,1.13,"Ideal",5,"H","SI1",3,6370.73921
"1479",1479,0.51,"Very Good",3,"G","VS2",5,1780.26667
"1480",1480,0.27,"Ideal",5,"I","IF",8,1467.21059
"1481",1481,1.5,"Premium",4,"D","VS2",5,10220.4285
"1482",1482,1.03,"Very Good",3,"D","SI2",2,4755.83751
"1483",1483,1.51,"Very Good",3,"I","SI2",2,8770.27767
"1484",1484,0.72,"Ideal",5,"H","VVS1",7,4772.94624
"1485",1485,1.71,"Premium",4,"I","VS2",5,11976.74607
"1486",1486,0.4,"Very Good",3,"D","VS2",5,860.2908
"1487",1487,1.51,"Very Good",3,"F","VVS2",6,10601.48567
"1488",1488,0.5,"Ideal",5,"H","SI1",3,1101.7865
"1489",1489,1.14,"Premium",4,"F","SI1",3,6293.99438
"1490",1490,0.33,"Ideal",5,"E","VS2",5,595.60961
"1491",1491,1.6,"Premium",4,"F","SI1",3,10141.1662
"1492",1492,0.3,"Good",2,"E","VS2",5,-136.4299
"1493",1493,0.73,"Ideal",5,"E","SI1",3,3025.37241
"1494",1494,0.59,"Very Good",3,"G","SI1",3,1533.73603
"1495",1495,0.47,"Ideal",5,"H","VS2",5,1766.48799
"1496",1496,0.4,"Premium",4,"G","VVS2",6,1478.4718
"1497",1497,0.3,"Ideal",5,"F","VS2",5,344.7071
"1498",1498,1.01,"Very Good",3,"H","VVS2",6,6419.77717
"1499",1499,0.72,"Very Good",3,"E","SI1",3,2620.98024
"1500",1500,0.63,"Ideal",5,"E","VS1",4,2646.83271
"1501",1501,1.53,"Ideal",5,"F","VS1",4,10173.90801
"1502",1502,0.4,"Good",2,"F","VS2",5,699.9118
"1503",1503,1.2,"Fair",1,"G","I1",1,5399.0584
"1504",1504,0.78,"Ideal",5,"F","SI1",3,3443.54326
"1505",1505,0.27,"Premium",4,"E","VS1",4,-524.37641
"1506",1506,0.92,"Very Good",3,"D","SI1",3,4293.66364
"1507",1507,0.34,"Ideal",5,"E","IF",8,2052.64978
"1508",1508,0.26,"Very Good",3,"F","VVS1",7,605.01642
"1509",1509,1.05,"Ideal",5,"H","SI1",3,5701.66585
"1510",1510,0.4,"Very Good",3,"F","VVS1",7,1775.8948
"1511",1511,2.01,"Very Good",3,"I","VVS2",6,14783.19417
"1512",1512,1.05,"Ideal",5,"I","SI1",3,5701.66585
"1513",1513,0.3,"Ideal",5,"E","VVS1",7,1260.3111
"1514",1514,0.47,"Very Good",3,"F","VVS2",6,1903.53199
"1515",1515,1.02,"Good",2,"D","VS1",4,5427.42834
"1516",1516,1.59,"Premium",4,"G","SI1",3,10057.53203
"1517",1517,1,"Very Good",3,"E","SI2",2,4504.935
"1518",1518,2.15,"Ideal",5,"I","SI2",2,14443.62255
"1519",1519,0.4,"Very Good",3,"E","SI1",3,-55.3132000000003
"1520",1520,1.01,"Premium",4,"E","VS1",4,5664.55217
"1521",1521,1.6,"Ideal",5,"G","SI1",3,10301.5452
"1522",1522,2.01,"Ideal",5,"G","SI1",3,13730.54617
"1523",1523,0.3,"Ideal",5,"E","VS2",5,344.7071
"1524",1524,0.42,"Ideal",5,"D","VVS2",6,1806.11914
"1525",1525,0.4,"Very Good",3,"F","VVS1",7,1775.8948
"1526",1526,0.76,"Very Good",3,"H","VS2",5,3871.12092
"1527",1527,0.41,"Ideal",5,"F","VS2",5,1264.68297
"1528",1528,0.56,"Ideal",5,"H","VVS1",7,3434.79952
"1529",1529,0.7,"Good",2,"F","SI1",3,2293.3329
"1530",1530,2.29,"Premium",4,"G","SI2",2,15454.12193
"1531",1531,1.05,"Fair",1,"I","VS1",4,5517.95185
"1532",1532,1.52,"Very Good",3,"H","VVS2",6,10685.11984
"1533",1533,0.4,"Very Good",3,"H","VVS1",7,1775.8948
"1534",1534,1.2,"Premium",4,"G","SI2",2,6337.9974
"1535",1535,0.26,"Ideal",5,"I","VS2",5,10.1704200000004
"1536",1536,1.74,"Ideal",5,"F","SI1",3,11472.42358
"1537",1537,0.71,"Fair",1,"D","VS2",5,3132.19207
"1538",1538,1.22,"Ideal",5,"H","SI2",2,6665.64474
"1539",1539,0.41,"Premium",4,"E","VS1",4,646.50197
"1540",1540,0.31,"Fair",1,"G","VS1",4,-670.97673
"1541",1541,1.01,"Good",2,"E","SI1",3,4885.99217
"1542",1542,1.02,"Very Good",3,"E","SI1",3,5130.00534
"1543",1543,1.23,"Premium",4,"I","SI2",2,6588.89991
"1544",1544,0.63,"Good",2,"F","VS1",4,2165.69571
"1545",1545,0.75,"Ideal",5,"E","SI2",2,2734.83875
"1546",1546,0.43,"Very Good",3,"G","VVS1",7,2026.79731
"1547",1547,1.24,"Ideal",5,"H","SI1",3,7290.71508
"1548",1548,0.5,"Premium",4,"G","VS1",4,1399.2095
"1549",1549,1.01,"Ideal",5,"D","VVS2",6,6740.53517
"1550",1550,0.31,"Premium",4,"E","SI2",2,-1105.44373
"1551",1551,0.7,"Very Good",3,"E","VS2",5,3369.3159
"1552",1552,0.38,"Premium",4,"I","SI2",2,-520.00454
"1553",1553,2.29,"Premium",4,"G","SI2",2,15454.12193
"1554",1554,0.85,"Fair",1,"I","SI1",3,3387.46645
"1555",1555,0.32,"Ideal",5,"E","VS1",4,54.17344
"1556",1556,1.01,"Very Good",3,"G","VS2",5,5961.97517
"1557",1557,0.31,"Ideal",5,"G","VVS2",6,886.14327
"1558",1558,0.52,"Premium",4,"E","VS2",5,2024.27984
"1559",1559,0.4,"Ideal",5,"D","VVS2",6,1638.8508
"1560",1560,0.7,"Very Good",3,"H","VS2",5,3369.3159
"1561",1561,1.31,"Premium",4,"D","VVS1",7,9546.98327
"1562",1562,0.5,"Premium",4,"G","VVS2",6,2314.8135
"1563",1563,1.5,"Premium",4,"H","VS2",5,10220.4285
"1564",1564,0.7,"Premium",4,"F","SI1",3,2614.0909
"1565",1565,0.31,"Very Good",3,"I","VVS1",7,1023.18727
"1566",1566,1,"Good",2,"G","SI1",3,4802.358
"1567",1567,0.41,"Premium",4,"E","VS1",4,646.50197
"1568",1568,1.04,"Premium",4,"G","SI2",2,4999.85068
"1569",1569,0.32,"Very Good",3,"H","SI2",2,-1182.18856
"1570",1570,0.78,"Very Good",3,"I","SI1",3,3122.78526
"1571",1571,1.01,"Very Good",3,"D","VS2",5,5961.97517
"1572",1572,0.9,"Good",2,"F","SI2",2,3508.2143
"1573",1573,0.9,"Premium",4,"G","VS2",5,5202.3783
"1574",1574,1.71,"Very Good",3,"F","SI1",3,10900.76307
"1575",1575,0.41,"Ideal",5,"F","IF",8,2638.08897
"1576",1576,1,"Ideal",5,"H","SI2",2,4825.693
"1577",1577,0.56,"Ideal",5,"G","VVS2",6,2976.99752
"1578",1578,0.43,"Premium",4,"G","VS1",4,813.77031
"1579",1579,0.95,"Ideal",5,"G","VS2",5,5780.92815
"1580",1580,0.83,"Ideal",5,"I","SI2",2,3403.91211
"1581",1581,0.51,"Ideal",5,"D","VS2",5,2101.02467
"1582",1582,0.7,"Fair",1,"D","SI2",2,1675.1519
"1583",1583,0.41,"Premium",4,"F","VS1",4,646.50197
"1584",1584,0.32,"Ideal",5,"G","IF",8,1885.38144
"1585",1585,0.7,"Very Good",3,"G","VS2",5,3369.3159
"1586",1586,0.7,"Premium",4,"D","SI1",3,2614.0909
"1587",1587,0.53,"Ideal",5,"H","VS1",4,1810.49101
"1588",1588,0.9,"Good",2,"E","SI1",3,3966.0163
"1589",1589,0.72,"Premium",4,"F","SI1",3,2781.35924
"1590",1590,0.3,"Very Good",3,"D","SI2",2,-1349.4569
"1591",1591,1,"Premium",4,"E","VS2",5,6038.72
"1592",1592,1.57,"Very Good",3,"J","VS2",5,10645.48869
"1593",1593,0.51,"Ideal",5,"D","VS2",5,2101.02467
"1594",1594,1.3,"Fair",1,"H","I1",1,6235.4001
"1595",1595,1.07,"Ideal",5,"E","VVS2",6,7242.34019
"1596",1596,1.55,"Ideal",5,"J","VS2",5,10798.97835
"1597",1597,0.9,"Premium",4,"H","I1",1,3371.1703
"1598",1598,0.72,"Premium",4,"D","SI2",2,2323.55724
"1599",1599,1,"Premium",4,"E","SI2",2,4665.314
"1600",1600,0.55,"Ideal",5,"F","SI1",3,1519.95735
"1601",1601,1.36,"Good",2,"G","SI1",3,7813.18812
"1602",1602,0.26,"Premium",4,"H","VVS2",6,307.59342
"1603",1603,1.08,"Ideal",5,"H","SI2",2,5494.76636
"1604",1604,0.79,"Ideal",5,"G","SI1",3,3527.17743
"1605",1605,0.9,"Very Good",3,"J","VS2",5,5041.9993
"1606",1606,0.9,"Very Good",3,"E","SI1",3,4126.3953
"1607",1607,1.13,"Fair",1,"F","VS1",4,6187.02521
"1608",1608,1,"Good",2,"H","SI2",2,4344.556
"1609",1609,1.51,"Ideal",5,"G","VVS2",6,10922.24367
"1610",1610,1.2,"Ideal",5,"F","VS1",4,7413.9804
"1611",1611,1.01,"Very Good",3,"F","SI1",3,5046.37117
"1612",1612,1.03,"Ideal",5,"I","SI2",2,5076.59551
"1613",1613,0.9,"Ideal",5,"F","SI1",3,4447.1533
"1614",1614,0.38,"Premium",4,"D","VVS2",6,1311.20346
"1615",1615,0.84,"Ideal",5,"J","SI1",3,3945.34828
"1616",1616,0.39,"Ideal",5,"F","VVS1",7,2013.01863
"1617",1617,0.33,"Ideal",5,"G","VVS2",6,1053.41161
"1618",1618,0.7,"Ideal",5,"E","VS2",5,3690.0739
"1619",1619,0.75,"Ideal",5,"H","SI1",3,3192.64075
"1620",1620,0.42,"Ideal",5,"G","VS2",5,1348.31714
"1621",1621,1.03,"Ideal",5,"F","VVS2",6,6907.80351
"1622",1622,0.81,"Premium",4,"I","VVS2",6,4907.47277
"1623",1623,0.31,"Ideal",5,"G","VVS1",7,1343.94527
"1624",1624,1.15,"Very Good",3,"E","SI2",2,5759.44755
"1625",1625,0.29,"Very Good",3,"E","VS1",4,-517.48707
"1626",1626,1,"Good",2,"J","VS2",5,5717.962
"1627",1627,0.9,"Very Good",3,"H","SI2",2,3668.5933
"1628",1628,0.55,"Ideal",5,"D","VS2",5,2435.56135
"1629",1629,2.11,"Ideal",5,"D","SI2",2,14109.08587
"1630",1630,1,"Very Good",3,"G","VVS2",6,6336.143
"1631",1631,0.37,"Good",2,"E","VS2",5,449.00929
"1632",1632,0.5,"Ideal",5,"D","VS2",5,2017.3905
"1633",1633,0.3,"Ideal",5,"I","VS1",4,-113.0949
"1634",1634,0.7,"Very Good",3,"F","SI1",3,2453.7119
"1635",1635,0.9,"Premium",4,"E","SI1",3,4286.7743
"1636",1636,0.41,"Ideal",5,"I","VS2",5,1264.68297
"1637",1637,0.33,"Premium",4,"G","VVS2",6,893.03261
"1638",1638,0.68,"Premium",4,"D","SI1",3,2446.82256
"1639",1639,0.73,"Very Good",3,"G","SI2",2,2246.81241
"1640",1640,0.52,"Ideal",5,"E","SI1",3,1269.05484
"1641",1641,0.47,"Fair",1,"E","SI1",3,209.367989999999
"1642",1642,0.71,"Good",2,"H","SI1",3,2376.96707
"1643",1643,0.7,"Very Good",3,"I","VS2",5,3369.3159
"1644",1644,0.94,"Very Good",3,"D","SI1",3,4460.93198
"1645",1645,0.41,"Premium",4,"G","SI1",3,188.69997
"1646",1646,0.41,"Premium",4,"E","SI1",3,188.69997
"1647",1647,0.34,"Ideal",5,"H","VS1",4,221.44178
"1648",1648,0.75,"Very Good",3,"E","SI1",3,2871.88275
"1649",1649,2.01,"Premium",4,"I","SI2",2,13112.36517
"1650",1650,1,"Ideal",5,"G","VVS2",6,6656.901
"1651",1651,1.21,"Very Good",3,"H","VS1",4,7176.85657
"1652",1652,0.74,"Very Good",3,"D","SI2",2,2330.44658
"1653",1653,0.42,"Good",2,"F","SI1",3,-48.4238600000002
"1654",1654,0.51,"Ideal",5,"D","VVS2",6,2558.82667
"1655",1655,1.57,"Very Good",3,"H","VS2",5,10645.48869
"1656",1656,1,"Premium",4,"F","SI1",3,5123.116
"1657",1657,0.7,"Ideal",5,"G","VS1",4,3232.2719
"1658",1658,0.92,"Ideal",5,"E","SI1",3,4614.42164
"1659",1659,0.41,"Ideal",5,"G","VS1",4,806.88097
"1660",1660,0.65,"Very Good",3,"H","VVS1",7,3866.74905
"1661",1661,0.3,"Premium",4,"J","VS1",4,-273.4739
"1662",1662,0.94,"Ideal",5,"D","SI2",2,4323.88798
"1663",1663,0.32,"Good",2,"G","VS2",5,30.8384400000002
"1664",1664,1.2,"Ideal",5,"I","SI1",3,6956.1784
"1665",1665,1,"Ideal",5,"G","VVS2",6,6656.901
"1666",1666,1.01,"Premium",4,"G","VS2",5,6122.35417
"1667",1667,0.37,"Ideal",5,"F","VVS1",7,1845.75029
"1668",1668,1.55,"Good",2,"J","VS1",4,9860.03935
"1669",1669,0.52,"Good",2,"E","SI1",3,787.91784
"1670",1670,0.51,"Ideal",5,"G","VS1",4,1643.22267
"1671",1671,0.5,"Good",2,"E","SI1",3,620.6495
"1672",1672,1.21,"Very Good",3,"D","SI2",2,6261.25257
"1673",1673,1.01,"Premium",4,"E","SI2",2,4748.94817
"1674",1674,1.12,"Ideal",5,"F","VVS2",6,7660.51104
"1675",1675,1.26,"Ideal",5,"H","SI1",3,7457.98342
"1676",1676,0.72,"Ideal",5,"F","SI2",2,2483.93624
"1677",1677,1.03,"Ideal",5,"G","SI1",3,5534.39751
"1678",1678,0.32,"Ideal",5,"F","IF",8,1885.38144
"1679",1679,0.3,"Premium",4,"G","VVS2",6,642.1301
"1680",1680,0.72,"Good",2,"F","VS2",5,3376.20524
"1681",1681,0.76,"Premium",4,"E","SI2",2,2658.09392
"1682",1682,1.02,"Premium",4,"H","VS2",5,6205.98834
"1683",1683,1.7,"Premium",4,"I","VS2",5,11893.1119
"1684",1684,0.41,"Ideal",5,"I","VS1",4,806.88097
"1685",1685,2.09,"Very Good",3,"F","SI2",2,13621.05953
"1686",1686,1.08,"Ideal",5,"G","IF",8,8241.57836
"1687",1687,1.06,"Premium",4,"H","VS2",5,6540.52502
"1688",1688,1.26,"Very Good",3,"I","VS1",4,7595.02742
"1689",1689,0.8,"Very Good",3,"J","VS1",4,3747.8556
"1690",1690,1,"Very Good",3,"E","VS2",5,5878.341
"1691",1691,0.3,"Ideal",5,"H","VS2",5,344.7071
"1692",1692,0.42,"Very Good",3,"E","SI1",3,111.95514
"1693",1693,0.93,"Ideal",5,"D","SI2",2,4240.25381
"1694",1694,0.3,"Good",2,"I","VVS1",7,779.1741
"1695",1695,0.3,"Ideal",5,"G","IF",8,1718.1131
"1696",1696,0.43,"Very Good",3,"G","VS1",4,653.39131
"1697",1697,0.71,"Good",2,"I","VVS2",6,3750.37307
"1698",1698,0.41,"Good",2,"E","VVS2",6,1241.34797
"1699",1699,0.95,"Premium",4,"G","SI2",2,4247.14315
"1700",1700,2,"Very Good",3,"G","SI2",2,12868.352
"1701",1701,1.05,"Very Good",3,"G","VS2",5,6296.51185
"1702",1702,0.34,"Very Good",3,"I","SI1",3,-557.11822
"1703",1703,2,"Premium",4,"J","I1",1,12570.929
"1704",1704,1.04,"Very Good",3,"F","VS2",5,6212.87768
"1705",1705,0.52,"Ideal",5,"G","SI1",3,1269.05484
"1706",1706,2.07,"Very Good",3,"H","SI2",2,13453.79119
"1707",1707,0.91,"Fair",1,"H","SI2",2,3431.46947
"1708",1708,0.5,"Ideal",5,"H","SI1",3,1101.7865
"1709",1709,1.51,"Premium",4,"E","SI2",2,8930.65667
"1710",1710,0.3,"Good",2,"F","VVS1",7,779.1741
"1711",1711,0.55,"Ideal",5,"G","VS2",5,2435.56135
"1712",1712,1.2,"Premium",4,"E","VVS2",6,8169.2054
"1713",1713,1.01,"Premium",4,"H","VS2",5,6122.35417
"1714",1714,0.51,"Ideal",5,"G","VVS2",6,2558.82667
"1715",1715,0.53,"Ideal",5,"I","VS1",4,1810.49101
"1716",1716,1.2,"Ideal",5,"E","VVS1",7,8787.3864
"1717",1717,0.71,"Very Good",3,"H","VVS2",6,3910.75207
"1718",1718,0.32,"Very Good",3,"G","VVS1",7,1106.82144
"1719",1719,2.13,"Ideal",5,"I","SI2",2,14276.35421
"1720",1720,1.1,"Ideal",5,"G","VS1",4,6577.6387
"1721",1721,0.7,"Ideal",5,"H","VVS2",6,4147.8759
"1722",1722,0.3,"Premium",4,"D","SI1",3,-731.2759
"1723",1723,0.48,"Very Good",3,"E","SI1",3,613.76016
"1724",1724,0.3,"Ideal",5,"D","SI1",3,-570.8969
"1725",1725,0.32,"Ideal",5,"F","VS2",5,511.97544
"1726",1726,0.71,"Ideal",5,"D","VS1",4,3315.90607
"1727",1727,1.25,"Ideal",5,"F","VS1",4,7832.15125
